唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間
CyclingRoute_376580000A_000001,CyclingRoute,Zh_tw,17公里自行車道,為了營造新竹市民良好的休閒空間，吸收外地觀光人潮的進入，新竹市政府精心闢建了「十七公里自行車道」。近年來市府更致力打造城市親水藍帶，積極建設新竹左岸、17公里海岸及新竹漁人碼頭，整建17公里海岸線景觀，並活化港南風景區，串聯起「微笑水岸」，打造親水城市。,(03)5216121,,新竹市,北區,南寮街261號,376580000A,新竹市政府,4/28/2023 4:00:00 PM
CyclingRoute_A15010000H_000100,CyclingRoute,Zh_tw,甲后稻香自行車道,,(04)23312679,,臺中市,霧峰區,中正路738號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_000200,CyclingRoute,Zh_tw,卓富公路,,(03)8875306,,花蓮縣,瑞穗鄉,興鶴路二段168號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_000300,CyclingRoute,Zh_tw,北海岸多元路線(北海岸、萬金、雙灣),,(02)86355100,,新北市,石門區,德茂里下員坑33-6號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_000400,CyclingRoute,Zh_tw,東北角多元路線(黃金山海),,(02)24991115,,新北市,貢寮區,興隆街36號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_000500,CyclingRoute,Zh_tw,宜蘭濱海蘭陽平原多元路線(噶瑪蘭),,(02)24991115,,新北市,貢寮區,興隆街36號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_000600,CyclingRoute,Zh_tw,花東縱谷_森林溫泉多元路線,,(03)8875306,,花蓮縣,瑞穗鄉,興鶴路二段168號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_000700,CyclingRoute,Zh_tw,東海岸多元路線(馬到成功),,(089)841520,,臺東縣,成功鎮,新村路25號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_000800,CyclingRoute,Zh_tw,西拉雅多元路線(菱波官田),,(06)6900399,,臺南市,官田區,福田路99號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_000900,CyclingRoute,Zh_tw,澎湖路線多元路線(菊島),,(06)9216521,,澎湖縣,馬公市,光華里171號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_001000,CyclingRoute,Zh_tw,花東縱谷_花蓮山水多元路線,,(03)8875306,,花蓮縣,瑞穗鄉,興鶴路二段168號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_001100,CyclingRoute,Zh_tw,花東縱谷_田園風光多元路線,,(03)8875306,,花蓮縣,瑞穗鄉,興鶴路二段168號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_001200,CyclingRoute,Zh_tw,參山多元路線_獅頭山、峨眉湖,,(04)23312678,,臺中市,霧峰區,中正路738號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_001300,CyclingRoute,Zh_tw,參山多元路線_八卦山、二水,,(04)23312678,,臺中市,霧峰區,中正路738號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_001400,CyclingRoute,Zh_tw,日月潭多元路線,,(049)2855668,,南投縣,魚池鄉,中山路599號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_001500,CyclingRoute,Zh_tw,雲嘉南濱海多元路線_東石、北門,,(06)7861000,,臺南市,北門區,北門里舊埕119號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_001600,CyclingRoute,Zh_tw,雲嘉南濱海多元路線安平、七股,,(06)7861000,,臺南市,北門區,北門里舊埕119號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_001700,CyclingRoute,Zh_tw,茂林多元路線_高雄山城,,(07)6871234,,高雄市,六龜區,新威里新威171號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010000H_001800,CyclingRoute,Zh_tw,大鵬灣多元路線,,(08)8338100,,屏東縣,東港鎮,大潭路169號,A15010000H,交通部觀光署,10/15/2022 5:30:00 PM
CyclingRoute_A15010200H_000100,CyclingRoute,Zh_tw,中屯風力園區自行車道,,(06)9216521,,澎湖縣,白沙鄉,,A15010200H,交通部觀光署澎湖國家風景區管理處,10/6/2023 4:57:50 PM
CyclingRoute_A15010200H_000200,CyclingRoute,Zh_tw,吉貝自行車道,,(06)9216521,,澎湖縣,白沙鄉,,A15010200H,交通部觀光署澎湖國家風景區管理處,10/6/2023 4:57:50 PM
CyclingRoute_A15010200H_000300,CyclingRoute,Zh_tw,大菓葉自行車道,,(06)9216521,,澎湖縣,西嶼鄉,,A15010200H,交通部觀光署澎湖國家風景區管理處,10/6/2023 4:57:50 PM
CyclingRoute_A15010200H_000400,CyclingRoute,Zh_tw,菜園自行車道,,(06)9216521,,澎湖縣,馬公市,,A15010200H,交通部觀光署澎湖國家風景區管理處,10/6/2023 4:57:50 PM
CyclingRoute_A15010200H_000500,CyclingRoute,Zh_tw,湖西自行車道,,(06)9216521,,澎湖縣,湖西鄉,,A15010200H,交通部觀光署澎湖國家風景區管理處,10/6/2023 4:57:50 PM
CyclingRoute_A15010400H_000100,CyclingRoute,Zh_tw,大鵬灣環灣自行車道,大鵬灣環灣自行車道總長11.7km，車道環繞著大鵬灣潟湖，無論是順時針或逆時針騎乘都可以欣賞美麗的潟湖風光。全線道路平坦僅有上橋的一小段坡路，非常適合老幼騎乘，騎到鵬灣跨海大橋上一邊可欣賞北大武山、另一邊則可遠眺小琉球，可謂是兼具山景海景的路線。 如果剛好遇到開橋時，還可將自行車停放在橋下觀賞開橋秀。,(08)8338100,,屏東縣,東港鎮,大潭路169號,A15010400H,交通部觀光署大鵬灣國家風景區管理處,9/18/2025 12:15:13 AM
CyclingRoute_A15010400H_000101,CyclingRoute,Zh_tw,大鵬灣環灣自行車道(支線),大鵬灣環灣自行車道總長11.7km，車道環繞著大鵬灣潟湖，無論是順時針或逆時針騎乘都可以欣賞美麗的潟湖風光。全線道路平坦僅有上橋的一小段坡路，非常適合老幼騎乘，騎到鵬灣跨海大橋上一邊可欣賞北大武山、另一邊則可遠眺小琉球，可謂是兼具山景海景的路線。如果剛好遇到開橋時，還可將自行車停放在橋下觀賞開橋秀。,(08)8338100,,屏東縣,東港鎮,大潭路169號,A15010400H,交通部觀光署大鵬灣國家風景區管理處,9/18/2025 12:15:13 AM
CyclingRoute_A15010600H_000100,CyclingRoute,Zh_tw,日月潭自行車道－月潭段,以玄光寺為起點，經環潭一號隧道到明潭出水口這段長約4公里，是專為鐵馬族設計規劃的自行車道。這段沿著月潭南岸蜿蜓穿梭的小徑，沿途生態、林像豐富而有變化，中途可南眺頭社盆地，北望青龍山脈，是鐵馬族逍遙自由行的絕佳選擇。特別是從這裡遠眺頭社盆地，居高臨下，田疇房舍如棋盤羅列，彷彿看見陶淵明筆下形容的世外桃花源景象。,(049)2855668,,南投縣,魚池鄉,中山路599號,A15010600H,交通部觀光署日月潭國家風景區管理處,9/18/2025 12:05:10 AM
CyclingRoute_A15010600H_000101,CyclingRoute,Zh_tw,日月潭自行車道－月潭段(支線),以玄光寺為起點，經環潭一號隧道到明潭出水口這段長約4公里，是專為鐵馬族設計規劃的自行車道。這段沿著月潭南岸蜿蜓穿梭的小徑，沿途生態、林像豐富而有變化，中途可南眺頭社盆地，北望青龍山脈，是鐵馬族逍遙自由行的絕佳選擇。特別是從這裡遠眺頭社盆地，居高臨下，田疇房舍如棋盤羅列，彷彿看見陶淵明筆下形容的世外桃花源景象。,(049)2855668,,南投縣,魚池鄉,中山路599號,A15010600H,交通部觀光署日月潭國家風景區管理處,9/18/2025 12:05:10 AM
CyclingRoute_A15010600H_000102,CyclingRoute,Zh_tw,日月潭自行車道－月潭段(支線),以玄光寺為起點，經環潭一號隧道到明潭出水口這段長約4公里，是專為鐵馬族設計規劃的自行車道。這段沿著月潭南岸蜿蜓穿梭的小徑，沿途生態、林像豐富而有變化，中途可南眺頭社盆地，北望青龍山脈，是鐵馬族逍遙自由行的絕佳選擇。特別是從這裡遠眺頭社盆地，居高臨下，田疇房舍如棋盤羅列，彷彿看見陶淵明筆下形容的世外桃花源景象。,(049)2855668,,南投縣,魚池鄉,中山路599號,A15010600H,交通部觀光署日月潭國家風景區管理處,9/18/2025 12:05:10 AM
CyclingRoute_A15010600H_000103,CyclingRoute,Zh_tw,日月潭自行車道－月潭段(支線),以玄光寺為起點，經環潭一號隧道到明潭出水口這段長約4公里，是專為鐵馬族設計規劃的自行車道。這段沿著月潭南岸蜿蜓穿梭的小徑，沿途生態、林像豐富而有變化，中途可南眺頭社盆地，北望青龍山脈，是鐵馬族逍遙自由行的絕佳選擇。特別是從這裡遠眺頭社盆地，居高臨下，田疇房舍如棋盤羅列，彷彿看見陶淵明筆下形容的世外桃花源景象。,(049)2855668,,南投縣,魚池鄉,中山路599號,A15010600H,交通部觀光署日月潭國家風景區管理處,9/18/2025 12:05:10 AM
CyclingRoute_A15010600H_000104,CyclingRoute,Zh_tw,日月潭自行車道－月潭段(支線),以玄光寺為起點，經環潭一號隧道到明潭出水口這段長約4公里，是專為鐵馬族設計規劃的自行車道。這段沿著月潭南岸蜿蜓穿梭的小徑，沿途生態、林像豐富而有變化，中途可南眺頭社盆地，北望青龍山脈，是鐵馬族逍遙自由行的絕佳選擇。特別是從這裡遠眺頭社盆地，居高臨下，田疇房舍如棋盤羅列，彷彿看見陶淵明筆下形容的世外桃花源景象。,(049)2855668,,南投縣,魚池鄉,中山路599號,A15010600H,交通部觀光署日月潭國家風景區管理處,9/18/2025 12:05:10 AM
CyclingRoute_A15010600H_000200,CyclingRoute,Zh_tw,日月潭自行車道－向山段,"位於水社遊客中心與向山遊客中心之間，全長3,180公尺，其中約有400公尺跨越湖面，為日月潭首見水上自行車道，視野開闊、景色優美。可遠眺慈恩塔、拉魯島等景點，並可順遊水社壩及龍鳳宮月下老人祠。",(049)2855668,,南投縣,魚池鄉,中山路599號,A15010600H,交通部觀光署日月潭國家風景區管理處,9/18/2025 12:05:10 AM
CyclingRoute_A15010600H_000201,CyclingRoute,Zh_tw,日月潭自行車道－向山段(支線),"位於水社遊客中心與向山遊客中心之間，全長3,180公尺，其中約有400公尺跨越湖面，為日月潭首見水上自行車道，視野開闊、景色優美。可遠眺慈恩塔、拉魯島等景點，並可順遊水社壩及龍鳳宮月下老人祠。",(049)2855668,,南投縣,魚池鄉,中山路599號,A15010600H,交通部觀光署日月潭國家風景區管理處,9/18/2025 12:05:10 AM
CyclingRoute_A15010600H_000300,CyclingRoute,Zh_tw,頭社自行車道,頭社是位在日月潭西南方的小村落，這裡海拔高度約640~670公尺，比日月潭低約80公尺，地勢非常平坦，很適合騎乘單車，這條自行車道的起點就在台21線公路旁。頭社盆地面積僅約2平方多公里，地勢乎坦，乎疇綠野、鷺鷥群飛、淳樸農舍共同構成一幅美麗的山野風光，騎著鐵馬悠,(049)2855668,,南投縣,魚池鄉,中山路599號,A15010600H,交通部觀光署日月潭國家風景區管理處,9/18/2025 12:05:10 AM
CyclingRoute_A15010600H_000400,CyclingRoute,Zh_tw,車埕─水里自行車道(車埕遊客中心至玉山國家管理處),由車埕遊客中心出發，左側沿水里溪往水里市區方向而下，全程穿梭山野綠林間。,(049)2855668,,南投縣,魚池鄉,中山路599號,A15010600H,交通部觀光署日月潭國家風景區管理處,9/18/2025 12:05:10 AM
CyclingRoute_A15010900H_000100,CyclingRoute,Zh_tw,安坡自行車道,這條自行車道是屏東縣的第一條觀光自行車道，起點為賽嘉樂園，沿途經口社、馬兒、安坡至青山等原住民部落，全長約12公里。路段大都平坦，只有口社村至馬兒村是上坡路段，是很大眾化的自行車道，而且在重要的地點設有木製的腳踏車專用道導覽圖，讓自行車騎士了解自己的所,(08)7991663,,屏東縣,三地門鄉,賽嘉村賽嘉巷120號,A15010900H,交通部觀光署茂林國家風景區管理處,12/5/2024 12:05:26 AM
CyclingRoute_A15011000H_000100,CyclingRoute,Zh_tw,金山線自行車道,此段是賞鳥的好去處，有機會發現小白鷺、畫眉、八哥等嬌客的芳蹤，純樸迷人的小漁村風光，可以紓解平時的都市壓力，運動過後，就近泡溫泉可以消除騎車的疲勞。,(02)24988980,,新北市,金山區,磺港路 171-2 號,A15011000H,交通部觀光署北海岸及觀音山國家風景區管理處,9/18/2025 12:00:11 AM
CyclingRoute_A15011000H_000101,CyclingRoute,Zh_tw,金山線自行車道(支線),此段是賞鳥的好去處，有機會發現小白鷺、畫眉、八哥等嬌客的芳蹤，純樸迷人的小漁村風光，可以紓解平時的都市壓力，運動過後，就近泡溫泉可以消除騎車的疲勞。,(02)24988980,,新北市,金山區,磺港路 171-2 號,A15011000H,交通部觀光署北海岸及觀音山國家風景區管理處,9/18/2025 12:00:11 AM
CyclingRoute_A15011000H_000102,CyclingRoute,Zh_tw,金山線自行車道(支線),此段是賞鳥的好去處，有機會發現小白鷺、畫眉、八哥等嬌客的芳蹤，純樸迷人的小漁村風光，可以紓解平時的都市壓力，運動過後，就近泡溫泉可以消除騎車的疲勞。,(02)24988980,,新北市,金山區,磺港路 171-2 號,A15011000H,交通部觀光署北海岸及觀音山國家風景區管理處,9/18/2025 12:00:11 AM
CyclingRoute_A15011000H_000103,CyclingRoute,Zh_tw,金山線自行車道(支線),此段是賞鳥的好去處，有機會發現小白鷺、畫眉、八哥等嬌客的芳蹤，純樸迷人的小漁村風光，可以紓解平時的都市壓力，運動過後，就近泡溫泉可以消除騎車的疲勞。,(02)24988980,,新北市,金山區,磺港路 171-2 號,A15011000H,交通部觀光署北海岸及觀音山國家風景區管理處,9/18/2025 12:00:11 AM
CyclingRoute_A15011000H_000200,CyclingRoute,Zh_tw,萬里線自行車道,萬里線自行車道，沿途綠樹成蔭，順著指標可以看到木麻黃木棧道。,(02)24988980,,新北市,萬里區,港東路 167-1 號,A15011000H,交通部觀光署北海岸及觀音山國家風景區管理處,9/18/2025 12:00:11 AM
CyclingRoute_A15011000H_000201,CyclingRoute,Zh_tw,萬里線自行車道(支線),萬里線自行車道，沿途綠樹成蔭，順著指標可以看到木麻黃木棧道。,(02)24988980,,新北市,萬里區,港東路 167-1 號,A15011000H,交通部觀光署北海岸及觀音山國家風景區管理處,9/18/2025 12:00:11 AM
CyclingRoute_A15011000H_000300,CyclingRoute,Zh_tw,風芝門自行車道,騎乘「風芝門自行車道」時，除了可避開台二線的擁擠車潮，沿岸沙灘風光、藻礁潮間帶、風稜石及植物生態，早已成為熟此門道的遊客所嚮往。北觀處為了讓民眾參與命名，特別於100年6月舉辦網路徵名活動，經過評選由「風芝門自行車道」取得一鳴驚人獎，「瘋」取其諧音「風」，「芝門」分別代表車道起迄點「三芝」到「石門」，歡迎愛好鐵馬的同好一起逗陣走出戶外、迎向自然。,(02)86355141,,新北市,石門區,德茂里下員坑 33-6號,A15011000H,交通部觀光署北海岸及觀音山國家風景區管理處,9/18/2025 12:00:11 AM
CyclingRoute_A15011000H_000400,CyclingRoute,Zh_tw,湖海灣自行車道,可以同時遠眺基隆嶼、基隆港及野柳岬，同時欣賞排隊等候入港的船隻。,(02)24319343,,基隆市,安樂區,基金一路208巷159號,A15011000H,交通部觀光署北海岸及觀音山國家風景區管理處,9/18/2025 12:00:11 AM
CyclingRoute_A15011300H_000100,CyclingRoute,Zh_tw,舊草嶺隧道自行車道,"全長2,167公尺的「舊草嶺隧道」為北台灣第一條以鐵路隧道改建而成的鐵馬隧道，由於舊草嶺就在新草嶺隧道旁，每當火車經過時，還可聽到隆隆的火車聲，讓許多鐵道迷期待不已。舊草嶺隧道以鐵道博物館概念設計，隧道內的車道地面仿造鐵路軌道形式，勾劃出鐵路意象，照明燈具使用具有復古味道的油燈燈罩。騎著單車穿越舊草嶺隧道，在隧道火車音效下，宛如騎在涼涼的鐵支路隧道內，感覺復古又有趣。",(02)24991115,,新北市,貢寮區,福隆里興隆街38號,A15011300H,交通部觀光署東北角及宜蘭海岸國家風景區管理處,9/17/2025 11:10:19 PM
CyclingRoute_A15011300H_000102,CyclingRoute,Zh_tw,舊草嶺隧道自行車道(支線),"全長2,167公尺的「舊草嶺隧道」為北台灣第一條以鐵路隧道改建而成的鐵馬隧道，由於舊草嶺就在新草嶺隧道旁，每當火車經過時，還可聽到隆隆的火車聲，讓許多鐵道迷期待不已。舊草嶺隧道以鐵道博物館概念設計，隧道內的車道地面仿造鐵路軌道形式，勾劃出鐵路意象，照明燈具使用具有復古味道的油燈燈罩。騎著單車穿越舊草嶺隧道，在隧道火車音效下，宛如騎在涼涼的鐵支路隧道內，感覺復古又有趣。",(02)24991115,,新北市,貢寮區,福隆里興隆街38號,A15011300H,交通部觀光署東北角及宜蘭海岸國家風景區管理處,9/17/2025 11:10:19 PM
CyclingRoute_A15011300H_000200,CyclingRoute,Zh_tw,龍門自行車道,龍門自行車道沿途經過龍門公園到鹽寮海濱公園之間的自行車專用道，一般車輛禁止進入，僅容路人和自行車經過，來回全長約8公里，難度不高，是全家大小一起騎單車的好去處。從龍門露營區出發後，會先經過雙溪河畔上紅色的龍門吊橋，長度約200公尺，騎在橋上感覺非常刺激。沿著路上的紅色線標，可選擇海濱路徑或木麻黃林路徑，步道上並有豎立生態看板，極具寓教於樂功能。在到達鹽寮海濱公園前除了有昭惠廟和慈仁宮等廟宇不同景點，途中也有龍門社區的涼亭可供休息。,(02)24991115,,新北市,貢寮區,福隆里興隆街38號,A15011300H,交通部觀光署東北角及宜蘭海岸國家風景區管理處,9/17/2025 11:10:19 PM
CyclingRoute_A15011300H_000300,CyclingRoute,Zh_tw,新水自行車道,新水自行車道從冬山火車站至親水公園附近五結大閘門之間，沿冬山河畔規劃長度8公里的冬山河單車道，串聯冬山河森林公園、珍珠社區、親水公園、五十二甲賞鳥區，中途站為利澤簡橋。由利澤簡橋下方便道轉出騎上橋面，下橋後就是冬山河親水公園的正門口。回程時可沿冬山河往北前進，來到位於清水的五結防潮閘門，再沿著小路到養鴨研究中心參觀，最後經利澤簡老街接回冬山河畔循原路回到冬山火車站。非常適合親子同遊，路線安全性良好，沿路還有宜蘭原生風箱樹及鄰河濱而居的水鳥夾道相迎，是宜蘭遊憩熱點。,(02)24991115,,宜蘭縣,五結鄉,宜蘭縣261頭城鎮濱海路7段11號,A15011300H,交通部觀光署東北角及宜蘭海岸國家風景區管理處,9/17/2025 11:10:19 PM
CyclingRoute_A15011300H_000400,CyclingRoute,Zh_tw,壯圍濱海線自行車道(北線1),壯圍濱海自行車道自宜蘭河口至竹安河口總長13.5公里，是沿著海岸沙丘地形所建，南端預定接「蘭陽溪北岸自行車道」，北端接「得子口溪自行車道」，進而形成完整的遊憩環路。自行車道可從東港濱海公園旁進入，沿途中行經一片防風林綠色隧道，乘騎路程中行經公館，有數座涼亭及腳踏車停車場，提供遊客們在此休憩，是居家休閒好去處。壯圍濱海自行車道沿線有豐富的自然與人文景觀，途中行程可一面行走步道、一面欣賞海洋景色、俯瞰「蘭陽八景」龜山島嶼美麗景緻以及綠色隧道。,(02)24991115,,宜蘭縣,壯圍鄉,宜蘭縣261頭城鎮濱海路7段11號,A15011300H,交通部觀光署東北角及宜蘭海岸國家風景區管理處,9/17/2025 11:10:19 PM
