唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間
Restaurant_376430000A_000088,Restaurant,Zh_tw,瑞士鄉村農莊,進入瑞士鄉村，會被豐富的商品所吸引，【手工麵包】、【手工糕餅】、【蕃薯藤天然、有機系列商品專櫃】、還有本店自製生產的【手工香料鹽專櫃】及【手工醋專櫃】，陳列的壯觀，常是攝影玩家的拍攝主角呢！另外還有一間雅緻的【鄉村雜貨舖】，裡面有各式精心挑選由國外進口的鄉村雜貨。來到復興區不能錯過當地的特色物產，復興區的鱒魚、桂竹筍、以及不同季節的時令水果都被我們研發入菜，讓您能品嚐在地美味，更加豐富您的旅程！【建議遊程】復興區北橫公路串連慈湖、三民蝙蝠洞、基國派教堂、角板山風景區、東眼山森林遊樂區、小烏來風景區，以及達觀山自然保護區等景點，瑞士鄉村就位於這串景點的中間點，是您旅途中很好的中繼站！1. 定點悠遊、輕鬆愜意先到東眼山森林遊樂區或達觀山自然保護區吸收芬多精，中午在TINA廚房復興店享用午餐，接著...,(03)3822380,,桃園市,復興區,復興路三段1028之2號,376430000A,桃園市政府觀光旅遊局,4/1/2025 5:04:46 PM
Restaurant_376430000A_000112,Restaurant,Zh_tw,八方園客家餐館,八方園是桃園地區首屈一指的客家菜料理達人，由復古三合院老房子所搭建的懷古味餐廳，伴隨著道地且令人聞香下馬的美食，以及吃到飽的蕃薯飯，猶如來到美食的人間仙境。飽餐一頓還可以到景觀平台喝杯下午茶，聞聞草香、品嚐咖啡或濃茶，享受悠閒的時光。,(03)4784735,,桃園市,楊梅區,校前路580號,376430000A,桃園市政府觀光旅遊局,3/19/2025 3:38:08 PM
Restaurant_376430000A_000113,Restaurant,Zh_tw,首烏客家海鮮餐廳,做藥膳起家的老闆廖益詳店內以客家菜為主，不過比傳統客家菜更多了創意。因為朋友捕魚，店內也賣南寮、竹圍海域的野生船釣海鮮。,(03)4853158,,桃園市,楊梅區,新成路61號,376430000A,桃園市政府觀光旅遊局,3/19/2025 3:44:34 PM
Restaurant_376430000A_000117,Restaurant,Zh_tw,阿蘭姐三代老店,好客之都Ⅲ,(03)4783266,,桃園市,楊梅區,大成路23號,376430000A,桃園市政府觀光旅遊局,8/25/2025 2:35:20 PM
Restaurant_376430000A_000138,Restaurant,Zh_tw,稻鄉村客家莊,以懷舊風及經典客家菜獲得美食行家的肯定，廚師們手藝精湛，每一口都是幸福。,(03)3283993,,桃園市,龜山區,大崗里忠義路二段118巷69號,376430000A,桃園市政府觀光旅遊局,3/19/2025 4:08:52 PM
Restaurant_376430000A_000139,Restaurant,Zh_tw,桃園酒廠,第一屆、第三屆桃園十大伴手禮-玉泉極品紅麴葡萄酒第二屆桃園十大伴手禮-紅麴養生薄餅特色推薦：玉泉極品紅麴葡萄酒禮盒、紅麴養生薄餅台灣菸酒公司為永續服務社會大眾，提供有關酒知識育、娛樂之內涵並結合週邊產業，為北台灣一處兼具文化、教育、購物、休憩之觀光景點。展售中心跳脫一般觀光景點之銷售模式，採用活潑的展場空間來凸顯玉泉清酒與紅麴生產獨特情境，只要進入現場即體驗到動態製造過程，並以歷史性、特殊性之酒甕實體介紹提升附加價值之彩繪甕，並闡述三廠(台北、板橋、樹林)合併之歷史治革、百年酒商標回顧以及酒知識性介紹，酒之歷史典故趣聞，可說是以工廠另類公園化打造觀光產業，供民眾知性之遊憩地點。※禁止酒駕。未滿十八歲禁止飲酒。,(03)3283001,380,桃園市,龜山區,文化一路55號,376430000A,桃園市政府觀光旅遊局,3/19/2025 4:22:16 PM
Restaurant_376430000A_000198,Restaurant,Zh_tw,張家土雞城,推薦菜色：白斬雞、鯊魚肉農家自建的餐廳，菜色多為當季的時蔬或料理，土雞也是自家飼養的，餐廳的招牌菜就是白斬雞，肉質鮮美，老闆堅持新鮮食材，讓客人享受最佳料理。,(03)3226945,,桃園市,蘆竹區,蘆興村蘆興街451號,376430000A,桃園市政府觀光旅遊局,8/25/2025 2:35:49 PM
Restaurant_376430000A_000217,Restaurant,Zh_tw,素寶齋肚臍餅,第一屆桃園十大伴手禮肚臍餅不僅是素寶齋的鎮店之寶，也是桃園地區遊客及工業區外籍客戶指定必帶伴手禮，除了產品美味，更首創以餅的外表形狀和內餡口感，代表中壢地區的人文精神和文化特色。,(03)4251990,,桃園市,中壢區,中美路一段3號(監理站對面),376430000A,桃園市政府觀光旅遊局,7/14/2025 1:11:27 PM
Restaurant_376430000A_000219,Restaurant,Zh_tw,三角店客家菜包,傳統的客家菜包老店，細嫩的包子皮，香Q咬勁，是內行人及學生們的最愛。,(03)4257508,,桃園市,中壢區,中正路272號,376430000A,桃園市政府觀光旅遊局,3/20/2025 11:36:46 AM
Restaurant_376430000A_000220,Restaurant,Zh_tw,劉媽媽菜包店,推薦菜色：油飯、花生包、紅豆包、豬肉包、芋頭包皮薄餡超多，種類也多，如蘿蔔絲、竹筍、酸菜跟高麗菜乾等，米製外皮口感Q軟，另有美味的草粄、客家肉粽。,(03)4225226,,桃園市,中壢區,中正路268號,376430000A,桃園市政府觀光旅遊局,4/1/2025 4:44:28 PM
Restaurant_376430000A_000221,Restaurant,Zh_tw,中原夜市商圈,中原夜市商圈位於桃園市中壢區，已有20 多年的歷史，以中原大學為中心，泛指環中東路、中山東路與新中北路三條幹道所圍起的區域，因位於大學學區，大學生所形成的強大消費能力與精打細算的消費特性，造就了此物超所值的特色商圈，「中原美食街」知名度不脛而走。,(03)3322101,,桃園市,中壢區,中原大學周邊(實踐路與日新路),376430000A,桃園市政府觀光旅遊局,3/20/2025 2:14:00 PM
Restaurant_376430000A_000222,Restaurant,Zh_tw,中壢觀光夜市,中壢新明觀光夜市，為民國七十九年由中壢區公所將市內主要道路之攤販，集中於中壢區新明路及中央西路段，每到晚間，白天車水馬龍的新明路段，搖身一變為攤販聚集的大本營，全長約700 公尺的夜市， 吸引大批人潮湧入，萬人空巷的情景，可謂壯觀。,(03)3322101,,桃園市,中壢區,新民國小(桃園市中壢區中央西路2段97號)旁,376430000A,桃園市政府觀光旅遊局,3/20/2025 5:08:04 PM
Restaurant_376430000A_000223,Restaurant,Zh_tw,禪園人文花園餐廳,推薦菜色：梅干扣肉、客家雞、水果聖代、鱈魚、牛腩、蝦球、軟殼蟹餐點特色以客家菜為主，除了美食文化，更帶有濃厚的人文氣息，是許多文人雅士喜歡聚會用餐的地方。禪園的建築外觀，留下了製冰廠牆上的時空痕跡，主廚獨門客家菜料理知名度頗高。,(03)4250589,,桃園市,中壢區,廣安街32號,376430000A,桃園市政府觀光旅遊局,3/20/2025 5:14:43 PM
Restaurant_376430000A_000234,Restaurant,Zh_tw,雲南館,以酸、辣的口感為特色，著名的菜色有蕎頭炒肉末、大薄片等，酸辣雞是熱門招牌，雲南煎餃和月亮蝦餅也十分可口，有泰國菜的風味。招牌牛干巴炒飯，雲南的牛肉乾，配上特殊的香料提味，讓炒飯色香味俱全，是店內最熱門的一道主菜。另有脆皮鍋燒貼，皮薄料多，也是下午點心推薦首選。,(03)4608287,,桃園市,平鎮區,平東路39號,376430000A,桃園市政府觀光旅遊局,8/25/2025 2:36:19 PM
Restaurant_376430000A_000237,Restaurant,Zh_tw,老三牛家莊,推薦菜色：沙茶牛肉、牛腩湯、沙茶牛腦、紅燒牛筋被喻為&quot;達人級&quot;水平的老三牛家莊，是嗜吃牛肉食客不可錯過的店家之一。出菜速度奇快，送入口中的道道菜餚，味道鹹淡拿捏恰到好處。,(03)4255697,,桃園市,中壢區,中平路163號,376430000A,桃園市政府觀光旅遊局,3/21/2025 3:55:42 PM
Restaurant_376430000A_000250,Restaurant,Zh_tw,復興航棧總航棧店,由空中延伸到地面的幸福分享，與您一起享受旅程中的幸福美味。「復興航棧」為一精緻麵包及伴手禮商品專賣店，擁有專業的空廚烘焙技術團隊，師傅堅持製作最用心、最誠摯的商品提供給消費者。除了用心，也為您的健康把關，「復興航棧」推出的【無糖無油系列健康麵包】便是堅持以天然的酵母菌與自然健康的素材烘焙製作，一推出便成為「復興航棧」的熱門商品。此外，「復興航棧」也提供伴手禮商品，有曾連續三年獲得桃園縣十大伴手禮的【如意柿禮盒】，還有提供知名航空公司使用的【經典牛軋糖】，這些都是在師傅的堅持以及嚴格把關下製作而成，為的就是將滿溢的幸福美味延伸至地面，讓美味蔓延的幸福時刻，都有「復興航棧」伴隨在您身邊。第二屆、第三屆、第四屆桃園十大伴手禮-如意柿禮盒第七屆桃園十大伴手禮-柿外桃園嚴選優質北埔柿子，歷經自然風乾，...,(03)3936999,,桃園市,大園區,三民路一段568號,376430000A,桃園市政府觀光旅遊局,3/21/2025 5:13:38 PM
Restaurant_376430000A_000316,Restaurant,Zh_tw,信宏鵝肉,好客之都Ⅲ,(03)4772226,,桃園市,新屋區,中山路404號,376430000A,桃園市政府觀光旅遊局,3/21/2025 4:28:29 PM
Restaurant_376430000A_000327,Restaurant,Zh_tw,郭鵝肉海產店,2016海客之都認證餐廳推薦菜色：鮮魚米粉鍋、招牌客家土鵝肉、水煮牛資料來源: 桃園客家事務局出版《海客之都》 自小在漁村長大的郭老闆，由於父執輩都是討海人，耳濡目染下習得一身挑選漁獲的好眼力。加上新屋地區以鵝肉盛名，讓那年剛退伍的他，一心想往餐飲業摸索，轉眼間已經過了27個年頭。而郭鵝肉海產店也在他與老闆娘的虔心帶領下，成為新屋地區必吃的老店之一，許多公司聚會、家庭聚餐，或是婚宴都在此留下美好的足跡。 新鮮道地的創意美食如同店名一般，鵝肉和海產是最大的特色與招牌菜色。老闆娘表示，店裡最受歡迎的是永安漁港現撈魚，會推薦清蒸或是乾煎，其中以客式清蒸魚最為津津樂道，無論是哪一種魚種，放入特調的蠔油、蔭樹子、薑絲，放入蒸籠蒸熟即可上桌，強調簡單的料理讓顧客品嘗到原汁原味的鮮甜口感。其他還有鮮魚米粉...,(03)4861612,,桃園市,新屋區,永安村中山西路三段960號,376430000A,桃園市政府觀光旅遊局,3/24/2025 2:48:35 PM
Restaurant_376430000A_000339,Restaurant,Zh_tw,龍情魔幻豆子主題館(慈湖店),免費入館,(03)3870489,,桃園市,大溪區,復興路一段900號(大溪慈湖經國紀念館斜對面),376430000A,桃園市政府觀光旅遊局,3/25/2025 9:38:24 AM
Restaurant_376430000A_000360,Restaurant,Zh_tw,知味花生軟糖,第一屆桃園十大伴手禮-知味花生軟糖以獨特餡料配方，及齒頰留香又不黏牙而知名的知味花生軟糖，正統風味、越吃越順口的香醇可口美味，不但是伴手禮，更是內行人飲茶、閒嗑牙的最佳良伴。,(03)4805363,,桃園市,龍潭區,中正路15號,376430000A,桃園市政府觀光旅遊局,3/26/2025 9:23:06 AM
Restaurant_376430000A_000365,Restaurant,Zh_tw,山水緣餐廳,好客之都Ⅲ,(03)4890956,,桃園市,龍潭區,三水里大北坑街1998巷47號,376430000A,桃園市政府觀光旅遊局,8/25/2025 2:36:41 PM
Restaurant_376430000A_000378,Restaurant,Zh_tw,全家福客家菜館三和館,歐風式的庭園景觀建築頗有人文藝術之風。不論室內、室外，都能感受到這裡的慢活性格。來這兒就是要享受悠閒，以及欣賞那彰顯自然的園藝美學。,(03)4802802,,桃園市,龍潭區,三和里龍新路1016巷19號,376430000A,桃園市政府觀光旅遊局,8/25/2025 2:39:05 PM
Restaurant_376430000A_000390,Restaurant,Zh_tw,老頭擺客家菜,好客之都Ⅲ,(03)4711359,,桃園市,龍潭區,中正路三坑段546號,376430000A,桃園市政府觀光旅遊局,8/25/2025 2:41:46 PM
Restaurant_376430000A_000391,Restaurant,Zh_tw,大江屋復古餐廳,好客之都Ⅲ,(03)4794547,,桃園市,龍潭區,三水里6鄰大北坑街1998巷65號,376430000A,桃園市政府觀光旅遊局,8/25/2025 2:34:47 PM
Restaurant_376430000A_000393,Restaurant,Zh_tw,石園活魚餐廳,推薦菜色：翡翠活魚捲、薑絲魚泡、薑絲大腸、草魚、鳳梨蝦球龍潭文化路活魚街上，「石園活魚」紅色中國宮殿式的外觀非常引人注目，創始者陳惠慶，是石門活魚產業的關鍵人物。1970年代，石門水庫成為熱門觀光景點，48歲的陳惠慶，毅然投入石門活魚產業。石園之名，出自中科院石園宿舍，陳惠慶見其環境優美，創立餐廳時便以此為名。勇於突破，不斷創新企業要能屹立不搖，陳惠慶認為「創新」是必要條件之一，他以活魚三吃為基礎，不斷研發，帶起活魚多吃風潮，現在已經有170幾種吃法；為了提升點菜效率，更於1990年量身打造POS系統，縮短點菜時間與提高點菜正確率。當時，陳惠慶還買下比店面還大的停車場，令各界質疑，今日面臨停車位不足，大家才了解其遠見。石園活魚的招牌菜首推老爹的魚，這是創辦人做給女兒的料理，將道地客家酸菜切成...,(03)4712307,,桃園市,龍潭區,佳安里文化路57-2號,376430000A,桃園市政府觀光旅遊局,7/17/2025 1:06:43 PM
Restaurant_376430000A_000396,Restaurant,Zh_tw,綠野鄉村湘菜館,好客之都Ⅲ,(03)4714828,,桃園市,龍潭區,中正路佳安段380號,376430000A,桃園市政府觀光旅遊局,8/25/2025 2:41:18 PM
Restaurant_376430000A_000399,Restaurant,Zh_tw,王朝湘菜活魚餐廳,草魚一斤140元、料理費一道80元起,(03)4713093,,桃園市,龍潭區,佳安里文化路169-1號,376430000A,桃園市政府觀光旅遊局,8/25/2025 2:44:13 PM
Restaurant_376430000A_000401,Restaurant,Zh_tw,新龍泉花園餐廳,好客之都Ⅲ,(03)4711968,,桃園市,龍潭區,中正路三坑段768巷32號,376430000A,桃園市政府觀光旅遊局,3/26/2025 4:53:06 PM
Restaurant_376430000A_000402,Restaurant,Zh_tw,蔣府宴,"位於小人國主題樂園的蔣府宴，古今合併的新東方設計，知名古物畫作點綴靜謐的用餐空間，彷彿置身於博物館，品嚐道地浙滬美饌佳餚。窗扉映入錦鯉集群而動的悠然自得，花草樹木的綠意盎然，宛如徜徉漫步於江南古典庭園。即日起，不需購買小人國主題樂園門票，即可於蔣府宴享用美饌佳餚、欣賞庭園美景。（註：如欲暢玩小人國主題樂園，請另行至售票處購票入園。）停車費用：100 元/車，於蔣府宴用餐，消費每滿1,000 元，折抵一輛停車費用（每桌折抵上限五輛車），結帳出示當日停車發票折抵。午餐：提供 2 - 10 人合菜套餐及單點菜色晚餐：預約制（請於用餐時間前三日預約），5,000元起桌營業時間：11:30 - 2:00、17:00 - 2100訂席專線：(03)471-7211 分機 241、235地址：桃園市龍潭區...",(03)4716635,,桃園市,龍潭區,高原路891號,376430000A,桃園市政府觀光旅遊局,4/1/2025 4:23:16 PM
Restaurant_376430000A_000404,Restaurant,Zh_tw,佳園活魚餐廳,草魚、烏溜一斤150元，料理費一道80元,(03)4711783,,桃園市,龍潭區,中正路三坑段776號,376430000A,桃園市政府觀光旅遊局,8/25/2025 2:46:38 PM
Restaurant_376430000A_000406,Restaurant,Zh_tw,小橋流水活魚餐廳,草魚一斤140元、料理費一道70元、砂國魚料理100元,(03)4111003,,桃園市,龍潭區,佳安里文化路1095號,376430000A,桃園市政府觀光旅遊局,8/25/2025 3:00:10 PM
Restaurant_376430000A_000408,Restaurant,Zh_tw,北合活魚餐廳,2018金牌好店十六年老店，帶點日式建築風格的北合餐廳，原為魚佳鄉活魚餐廳，在當地是第一家以鱘龍魚做為主料理的餐廳。場地廣，氣氛佳，獲選為桃園市政府舉辦活魚觀光節記者會的場地。本身亦是桃園九家活魚餐廳的示範店家之一。,(03)4711168,,桃園市,龍潭區,龍源路大平段690巷2號,376430000A,桃園市政府觀光旅遊局,3/27/2025 2:56:01 PM
Restaurant_376430000A_000412,Restaurant,Zh_tw,金園活魚餐廳,草魚一斤140元、料理費一道50元,(03)4712791,,桃園市,龍潭區,佳安里十一份路208-1號,376430000A,桃園市政府觀光旅遊局,3/27/2025 2:56:20 PM
Restaurant_376430000A_000413,Restaurant,Zh_tw,祥和園活魚餐廳,好客之都Ⅲ,(03)4713279,,桃園市,龍潭區,中正路三坑段779號,376430000A,桃園市政府觀光旅遊局,8/25/2025 3:01:09 PM
Restaurant_376430000A_000415,Restaurant,Zh_tw,全家活魚餐廳,全家活魚餐廳，也是活魚街唯一的鱘龍魚料理專賣店，老闆擁有三十年烹調資歷，是活魚料理比賽中得獎常客，堅持用好食材與客人搏感情，以經營一家真正有質感的活魚餐廳為志業。,(03)4711990,,桃園市,龍潭區,佳安里文化路138之1號,376430000A,桃園市政府觀光旅遊局,3/27/2025 3:18:06 PM
Restaurant_376430000A_000425,Restaurant,Zh_tw,大溪山水庭園餐廳,2014金牌好店大溪山水庭園餐廳位於風景秀麗的桃園大溪，以婚宴廣場、商務聚餐、團體旅遊及風味小吃為主要餐飲服務項目，除了有庭園景觀式的舒適用餐環境，還有多位專業的服務人員提供完善的用餐服務。餐廳內有大溪當地風味料理、客家經典料理、山中時蔬等多種選擇，並時時研發創新菜色，讓來到這裡的顧客們都能有一場視覺與味覺的饗宴。招牌：梅干扣肉、客家鹽焗雞、客家小炒。貼心提醒：●平均消費：$200~$400／每人。●可使用國民旅遊卡、信用卡。●有停車場。●建議用餐前先訂位。,(03)3075258,,桃園市,大溪區,仁二街8號,376430000A,桃園市政府觀光旅遊局,3/27/2025 3:20:05 PM
Restaurant_376430000A_000432,Restaurant,Zh_tw,豆麥私房菜(阿義農莊),豆麥私房菜的土雞採用野放山林的方式，不但健康、美味、高品質，肉質鮮嫩有口皆碑！魚和菜也都是自家所出產的喔！農莊主人爽朗、健談又好客，除了特色餐之外，廣大的自然環境頗讓人心曠神怡！由於此店為熱門餐廳，建議用餐前先打電話去訂位喔！貼心提醒：●建議事先訂位（電話：03-3825716）。●平均消費：$300~$600／每人。●備有40格停車位。,(03)3825716,,桃園市,大溪區,復興路2段650號,376430000A,桃園市政府觀光旅遊局,3/27/2025 3:29:37 PM
Restaurant_376430000A_000435,Restaurant,Zh_tw,里長嬤碗粿,到了大溪和平老街，有六十年歷史、人氣超旺的里長嬤碗粿一定要嚐嚐，傳統碗粿及黑糖碗粿，俗擱大碗。遵循古法蒸製，道地客家口味，白嫩嫩的碗粿加菜脯、香菇配料後，再淋上金蘭醬油製成的醬汁，吃起來十分美味。還有紅糖製成的甜碗粿，香Q滑嫩，加上貢丸湯真是絕配。停車資訊：請停月眉停車場或大溪橋頭停車場或公所前停車場，或停二停車場，康莊路路邊停車格或再步行前往。,(03)3882258,,桃園市,大溪區,和平路79號,376430000A,桃園市政府觀光旅遊局,3/27/2025 3:42:45 PM
Restaurant_376430000A_000439,Restaurant,Zh_tw,達摩小吃店,位於大溪中正路上中正公園附近的達摩小吃切仔麵，數十年的好手藝與美妙湯頭，引來內行人聞香下馬，店內特製的黃金蛋口感特別、營養美味，是到大溪不可錯過的美食。,(03)3884654,,桃園市,大溪區,中正路34號,376430000A,桃園市政府觀光旅遊局,3/27/2025 3:58:11 PM
Restaurant_376430000A_000441,Restaurant,Zh_tw,香草Amy手工乳酪蛋糕,特色推薦：原味乳酪球新鮮美味、獨特口感是香草Amy給人的第一印象，店內有各式純手工伴手禮盒可選，其中最熱門的「大溪一口吃黃金乳酪球」，混合香濃歐洲進口起司，香醇可口，甜而不膩！現場點心眾多，不定期有季節性商品推出，歡迎民眾現場選購或網路訂購宅配到府。招牌：手工黃金乳酪球、極致香橙乳酪球、生巧克力。貼心提醒：●建議事先預購。●開車建議停在大溪老街停二停車場（步行約5分鐘）。,(03)3887553,,桃園市,大溪區,復興路125號,376430000A,桃園市政府觀光旅遊局,3/27/2025 4:08:18 PM
Restaurant_376430000A_000444,Restaurant,Zh_tw,賴媽媽豆花,雖然沒有豪華的店面，隱身在多目標體育館內，不過由於料好、味美、價格實在，「賴媽媽豆花」深獲美食行家的激賞。不論是白白嫩嫩的豆花配上軟酥的花生，或是加入大豆，總能讓四五六年級生回憶起小時候的味道。,(03)3889646,,桃園市,大溪區,登龍路22號,376430000A,桃園市政府觀光旅遊局,3/27/2025 4:17:16 PM
Restaurant_376430000A_000447,Restaurant,Zh_tw,快樂天堂自家烘焙咖啡館,隱身在大溪中正路上的這家咖啡小館，主人對於咖啡烹調的用心研究，讓遊客們十足感動。除了讓人上癮的香醇咖啡外，精緻特餐也是一大特色，店內提供了飯類套餐、千層麵，還有鬆餅、蛋糕等小點可選擇。坐在雅座喝杯咖啡，更能感受悠閒的慢活步調。招牌：美式咖啡、紅酒烤雞腿飯、海鮮千層麵。貼心提醒：●平均消費：$150-$200／每人。●週二公休。●可攜寵物。●低消100元。●開車建議停在大溪老街停二停車場（步行約2分鐘）。,(03)3872059,,桃園市,大溪區,中正路41號,376430000A,桃園市政府觀光旅遊局,3/27/2025 4:42:50 PM
