唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間
Event_371020000A_003917,Event,Zh_tw,浦揪文創市集,結合後浦十六藝文特區文創商家並邀請台金特色攤位進駐，於每季季末提供旅客及在地金門鄉親體驗及挖寶的樂趣。主辦單位：金城鎮公所觀光課活動時間：第一場 6/13-6/15第二場 9/12-9/14第三場 12/5-12/7活動地點：後浦十六藝文特區連絡電話：王小姐 082-325057各活動時間及地點以主辦單位最新公告為主,(08)2318823,,金門縣,金城鎮,後浦16藝文特區,371020000A,金門縣政府觀光處,9/9/2025 8:11:02 AM
Event_371020000A_003918,Event,Zh_tw,金門海上長泳,2025金門海上長泳即將邁向第22屆，結合在地美食、醇酒，主打友善、戰地、閩南、僑鄉為特色，打造優質旅遊休閒體育賽事，活動地點於習山湖海灣，海天一色的優美風景廣受泳士們好評。主辦單位：金門縣政府教育處活動時間：7月27日活動地點：習山湖海灣連絡電話：林小姐 082-318823#62467各活動時間及地點以主辦單位最新公告為主,(08)2318823,,金門縣,烈嶼鄉,習山湖海灣,371020000A,金門縣政府觀光處,7/17/2025 12:24:06 AM
Event_371020000A_003920,Event,Zh_tw,金門親子嘉年華,親子體驗遊以公部門結合地方業者共同投入參與親子旅遊，以創新旅遊亮點，共同推出多種體驗遊程，以強化深度體驗活動，協助在地旅遊業者產品數位轉型，加強金門的國際行銷及深度體驗活動，讓觀光客感受金門獨有的生態特色，塑造觀光新亮點。今年活動從白天到夜晚都精彩不斷，將以體驗式遊程為主軸，推出各種特色體驗遊程。除了有原創IP觀光小天使「阿特（水獺）」，還將推出二座六米高大型氣偶，包括守護神&amp;mdash;風獅爺及戴勝，屆時將會成為金門最吸睛的打卡熱點。而觀光小天使「阿特」將不定時穿梭於活動現場，歡迎遊客、親子與阿特互動、拍照打卡。2025金門親子嘉年華系列活動：7/1~8/31 金門親子體驗遊7/1~8/31 海島生活節7/11-8/30(每週五、六) 後浦十六藝文特區音樂季7/12 金門街頭文化藝術節7/19-7/27 金湖海灘花蛤季7/26-7/27 金門海上長泳暨金廈泳渡8/1 尋找風獅爺APP 8/1~8/7 金寧！音浪玩水節8/2~8/31 金門美食讚聯合行銷活動 8/2 臺灣原住民族豐年節慶活動8/9 跑動金門8/9-8/10 烈嶼親子童玩節8/15-10/31 金門秘境時光機8/23文化平權巡演-庄頭劇場 藝日限定主辦單位：金門縣政府觀光處活動時間：114年7月1日-8月31日主活動日：7月5日  主活動日地點：金湖鎮新市公園活動地點：大小金門連絡電話：許小姐 082-318823各活動時間及地點以主辦單位最新公告為主,(08)2318823,,金門縣,金湖鎮,,371020000A,金門縣政府觀光處,8/1/2025 8:43:53 AM
Event_371020000A_003921,Event,Zh_tw,後浦十六藝文特區音樂季,今夏最有感的金門週末音樂盛事即將引爆！從7月中到8月底，連續八週、每週兩晚，讓「後浦16藝文特區」變身為金門最chill的音樂宇宙。精彩卡司輪番上陣：WiZY&amp;相合、評逵Ozzy、潤潁Ruenying、Laz.Y樂團等實力派音樂人接力演出，還有MIT米特薩克斯風重奏團壓軸登場，用旋律收服你的夏夜心情。不論你是獨立音樂迷，還是喜歡療癒系歌聲的你，都能在這裡找到屬於自己的聲音。免費入場，現場氣氛熱力不間斷！來金門，跟著音樂感受後浦最美的夏天！活動期間：7月11日 &amp;ndash; 8月30日，每週五、六晚上19:30&amp;ndash;21:00活動地點：後浦16藝文特區主辦單位：金城鎮公所觀光課連絡電話：王小姐 082-325057各活動時間及地點以主辦單位最新公告為主,(08)2318823,,金門縣,金城鎮,後浦16藝文特區,371020000A,金門縣政府觀光處,8/8/2025 9:02:34 AM
Event_371020000A_003922,Event,Zh_tw,114年度台灣原住民豐年節慶活動,為凝聚本縣臺灣原住民族族人，及延續原住民族文化，特辦理此項活動。仿造本島辦理原住民相關文化活動之形式，以「原住民傳統技藝競賽」、「傳統歌舞」展縣原民特有文化。主辦單位：金門縣政府民政處活動時間：8月2日活動地點：莒光共融公園連絡電話：全先生 082-318823#62116各活動時間及地點以主辦單位最新公告為主,(08)2318823,,金門縣,金城鎮,莒光共融公園,371020000A,金門縣政府觀光處,5/5/2025 7:38:41 AM
Event_371020000A_003923,Event,Zh_tw,2025金門中秋博狀元餅,博狀元餅，又稱博餅，是中秋節特有的民俗活動，在金門已有三百多年的歷史。其玩法以擲六顆骰子決定獎次，名稱取自古代科舉，如狀元、榜眼、探花等，象徵功名順利、吉祥如意。相傳博餅起源是出生金門洪門港（後豐港）的鄭成功營中大將洪旭，在鄭成功領軍進攻金陵時，為穩定留守廈門的官兵軍心，並撫慰思鄉情緒，發明博狀元餅遊戲，讓官兵在中秋節玩上一把，而在廈門、泉州、金門等地流傳。透過博餅，人們寄託對未來的期盼與祝福，也在遊戲中傳遞勤奮向學、追求功名的精神。 「2025金門中秋博狀元餅」活動資訊2025年金門中秋博狀元餅活動訂於9月8日至10月6日舉行，今年有八大系列活動，包括「金門博餅文化學堂」、「特約店家博餅樂」、「線上博餅樂」、「快閃博餅樂」、「後浦商圈博餅樂」、「旅人博餅樂」、「鄉鎮賽博餅樂」及「跨海博餅樂」等八大系列活動。一、金門博餅文化學堂：活動期間每日9時至22時在清金門鎮總兵署展出，現場設置有「博餅故事館」帶領大家瞭解金門中秋博餅文化，搭配「博餅轉轉樂」、「博餅手作趣」，讓遊客可以邊玩邊認識博餅文化。另外設置有「博餅拍拍樂」，邀請遊客創作專屬的紅色四點，拍照、完成打卡任務，就可獲得活動專屬紀念品！數量有限，送完為止。二、特約店家博餅樂：金門有130家店家參與，涵蓋餐飲、伴手禮、文創商品、體驗活動、住宿與交通&amp;hellip;等。凡活動期間到特約店家，消費滿額，就有機會再博得店家準備的豐盛彩品。三、線上博餅樂：凡活動期間上活動官網玩線上博餅，博到狀元，就取得抽獎資格，獎項是台灣到金門機票，機票週週抽、週週送。總共將抽出150張機票，總獎金高達37萬元。每一手機號碼限一次抽獎機會，每日博餅次數不限。四、快閃博餅樂：於2025年8月9日「跑動金門」活動中，在活動現場營造博餅熱鬧氛圍，現場依博餅規則進行體驗。歡迎跑者及鄉親一同前往金門縣畜產試驗所逗熱鬧、博好禮。博餅體驗時間13:00-17:00。五、後浦商圈博餅樂：3場次預賽(2025年9月28日，14:00-17:00，2025年10月1日，18:30-20:30，2025年10月3日，18:30-20:30)及1場次複賽及決賽(20...,(08)2318823,,金門縣,金沙鎮,,371020000A,金門縣政府觀光處,9/11/2025 1:52:21 AM
Event_371020000A_003924,Event,Zh_tw,高粱老街風獅爺文化季,以金沙在地風獅爺特色創新發展，傳承歷史，從體驗高粱田、聆聽老街文化故事出發，貼近人心，親近金門特色，讓風獅爺重新再現，並結合地方特色消費，促進文化觀光人潮。主辦單位：金沙鎮公所活動時間：尋找風獅爺為2025年8月1日起主題活動日：2025年9月27日、28日活動地點：金沙鎮連絡電話：陳小姐 082-352150各活動時間及地點以主辦單位最新公告為主,(08)2318823,,金門縣,金沙鎮,,371020000A,金門縣政府觀光處,9/12/2025 7:40:00 AM
Event_371020000A_003925,Event,Zh_tw,2025烈嶼鄉芋頭季,"獎助遊客蒞鄉消費 買券消費送好禮活動時間：114年9月1日起至114年11月30日止購買地點：本鄉文化館、沙溪堡、青岐港、后麟射擊館或其他指定景點購買烈嶼消費券1本(1,000元)即可獲得文創杯墊或手持鏡擇1購買烈嶼消費券2本(2,000元)即可獲得文創帆布袋1個購買烈嶼消費券3本(3,000元)即可獲得芋頭文創保溫杯1個購買烈嶼消費券5本(5,000元)即可獲得芋頭季紀念酒1瓶本活動限非烈嶼籍遊客本人購買(限本人出示身分證正本購買，未滿18歲以下之遊客無身份證者可出示健保卡)各項兌換金額不得累計，每人每種紀念品限領取1次，不得重複兌換，贈品皆數量有限贈完為止芋頭季紀念酒僅供18歲以上遊客兌領本活動消費券可於本鄉芋頭季特約商店使用如有使用疑問請洽烈嶼鄉公所農觀課082-364510主辦單位保有解釋、調整及終止活動之權利，並得依實際狀況調整特約商家及贈品。主辦單位：烈嶼鄉公所 農觀課活動時間：9月1日-11月30日(主活動日：10月10日~11日)活動地點：金門縣烈嶼鄉連絡電話：羅小姐 082-364510各活動時間及地點以主辦單位最新公告為主",(08)2318823,,金門縣,烈嶼鄉,,371020000A,金門縣政府觀光處,9/9/2025 6:36:04 AM
Event_371020000A_003926,Event,Zh_tw,窯火與戰火 金門陶與瓷工藝文化特展,以金門陶瓷產業發展與故事為主軸，呈現陶瓷與在地風土、歷史及民眾生活的關係。主辦單位：金門縣文化園區管理所活動時間：3-5月活動地點：金門歷史民俗博物館連絡電話：洪小姐 082-351030#202各活動時間及地點以主辦單位最新公告為主,(08)2318823,,金門縣,金沙鎮,金門歷史民俗博物館,371020000A,金門縣政府觀光處,5/5/2025 7:17:52 AM
Event_371020000A_003927,Event,Zh_tw,2025年金門坑道音樂節,為期兩天的音樂節，第一天邀請日本知名女高音宮地江奈、男高音王典一同演出，以具情感張力的嗓音，充分展現坑道音場的獨特共鳴效果。第二天由京劇藝術家魏海敏，以典雅具韻味的京劇演出，與音樂深度對話，展現東方戲曲藝術的獨特神韻。兩天的演出由大提琴家張正傑、小提琴家林天吉、歐之瑀及中提琴家黃瑞儀所組成的弦樂四重奏，結合歌劇、京劇，展現西方男、女高音與東方女伶的唱腔變化。主辦單位：內政部國家公園署金門國家公園管理處售票時間：114年7月7日 14:00活動時間：114年10月18日、19日活動地點：翟山坑道連絡電話：082-313185各活動時間及地點以主辦單位最新公告為主,(08)2318823,,金門縣,金城鎮,翟山坑道,371020000A,金門縣政府觀光處,8/8/2025 8:25:33 AM
Event_371020000A_003928,Event,Zh_tw,2025金門老兵召集令,"「2025金門老兵召集令」活動公告一、對象：已退役之外島兵二、活動期間：114年10月1日至12月15日三、活動內容：(一)老兵專屬紀念品申領凡已退役之外(離)島兵，於10/1-12/15蒞金旅遊，憑來金機(船)票(日期溯自活動前7天內，即9/24起)及身分證，並持證明文件，經認證後，可參與下列限量活動：遊金打卡禮：完成指定任務(遊金照片+ #金門老兵召集令 #我在金門，上傳網路社群，並公開貼文)，即可申領限量專屬紀念品。【申領地點:新市256(地址:金湖鎮新市里中正路10號)；受理時間09:00-12:00、13:00-17:00】老兵專屬紀念酒「老兵買，縣府加碼送」活動(價購地點如下款式一(玻璃瓶)：金酒公司機場門市(營業時間08:30-17:00)。款式二(瓷瓶)：金門縣陶瓷廠門市(營業時間08:00-17:30；12:00-13:30午休；國定假日依陶瓷廠官網公告)備註：第一次參加本活動者，請先至新市256認證。107-113年曾參加活動者，不需持證明文件。(二)老兵故事主題展(10/1-12/15)1. 展覽時間：10/1-12/15(每日09:00-17:00)2. 展覽地點：新市256(地址:金湖鎮新市里中正路10號)(三)尋找我的營區(10月-12月)金東、金西、烈嶼共三場(四)老兵懷舊體驗(8月-11月)1. 臺灣場A.再見莒光袋 大船入港軍歌快閃(8月2日,臺北車站)B.一日兵營體驗(8月31日下午,臺北四四南村)C.戰友重聚日-市集、故事與尋找戰友(9月20日全天,臺中驛鐵道文化園區)2.金門場   A.古寧頭戰役紀念之日行軍(10月26日上午,金城)   B.營區升旗(10月25日上午,西洪營區)   C.老兵敬老兵懷舊行軍(11月15日上午,烈嶼)主辦單位：金門縣政府觀光處活動時間：10月1日-12月15日活動地點：金門連絡電話：082-318823各活動時間及地點以主辦單位最新公告為主",(08)2318823,,金門縣,金沙鎮,,371020000A,金門縣政府觀光處,8/27/2025 3:25:14 AM
Event_371020000A_003929,Event,Zh_tw,萬聖節活動,藉由主題性活動的舉辦，活絡後浦商圈整體產業發展並透過變裝踩街遊行及走秀比賽活動，暫時跳脫現實生活的枷鎖，激發創意和想像力，帶給後浦城區年輕活力新朝氣。主辦單位：金城鎮公所觀光課活動時間：10月25日 星期六活動地點：金城鎮連絡電話：王小姐 082-325057各活動時間及地點以主辦單位最新公告為主,(08)2318823,,金門縣,金城鎮,,371020000A,金門縣政府觀光處,8/8/2025 8:22:07 AM
Event_371020000A_003930,Event,Zh_tw,2025 金寧鄉鄉村市集,鄉村市集派對目標客群以在地親子家庭為主，由公部門建立一個平台，提供販售、宣導及親子同樂的場域，冀望能帶動經濟文化及社區的永續發展，並提供一個溫馨有趣的兒童園地讓民眾於假日時能同享天倫一同放鬆玩樂。主辦單位：金寧鄉公所活動時間：11月1日至11月2日 10:00-17:00活動地點：金寧鄉古寧頭和平紀念園區連絡電話：薛小姐 082-325610各活動時間及地點以主辦單位最新公告為主,(08)2318823,,金門縣,金寧鄉,和平紀念園區,371020000A,金門縣政府觀光處,8/8/2025 8:09:45 AM
Event_371020000A_003931,Event,Zh_tw,HOPE草地野餐音樂節,串聯「野餐」、「餐車」和「音樂」三大元素，向鄉親及觀光客舉辦「Hope草地野餐音樂節」，引進台灣知名的特色餐車打造特色市集，除了延伸這股熱潮，優化場域運用外，更期盼可以發展為居民日常休閒樣態，成為金城鎮的常態化特色活動，藉茲彰顯後浦經典小鎮、慢活樂遊的獨特魅力；另外，還希望藉由寬闊的草地、清新的空氣、迷人的音樂表達身處自由民主之境、遠離疫病的「希望(Hope)」意涵，為所有為疫情所苦及奮戰不懈的人們加油打氣！主辦單位：金城鎮公所觀光課活動時間：11月8至11月9日活動地點：莒光公園連絡電話：王小姐 082-325057各活動時間及地點以主辦單位最新公告為主,(08)2318823,,金門縣,金城鎮,莒光公園,371020000A,金門縣政府觀光處,8/8/2025 8:07:53 AM
Event_371020000A_003932,Event,Zh_tw,第六屆烈嶼定向越野錦標賽暨樂遊健走活動,參加者繳納200元報名費即可參賽，積分排名，參賽完成者均發完賽證明與紀念品乙份。主辦單位：烈嶼鄉公所活動時間：12月活動地點：金門縣烈嶼鄉連絡電話：羅小姐 082-364510各活動時間及地點以主辦單位最新公告為主,(08)2318823,,金門縣,烈嶼鄉,,371020000A,金門縣政府觀光處,6/16/2025 2:51:59 AM
