唯一識別碼,資料類型,語系,資料名稱,文字描述,聯絡電話,分機,縣市名稱,行政區(鄉鎮區)名稱,街道名稱,資料提供單位機關代碼,資料提供單位,資料更新日期時間
Trail_345040000G_001400,Trail,Zh_tw,翠峰湖環山步道,翠峰湖環山步道環繞著臺灣最大的高山湖泊，循著昔日運材軌道路線整建而成，提供春浴新綠、夏洗雨霧、秋賞紅葉、冬觀白雪的四季體驗。翠峰湖海拔1840公尺，雨季時湖面達25公頃，為臺灣最大的高山湖泊，晨昏變化萬千，四季風情各異。 ,(03)9545114,,宜蘭縣,南澳鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_001600,Trail,Zh_tw,茂興懷舊步道,茂興懷舊步道起點為太平山蹦蹦車茂興月臺站，沿舊蹦蹦車軌道整建，坡度平緩，全程有完善的休憩設施與導覽解說牌，遊客可選擇步道主線、上環線、下環線不同的路線搭配。這條日治時期興建的「古運材軌道」，蜿蜒於紅檜、臺灣扁柏、柳杉林間，步道兩旁則滿佈著耐溼蔭的小林木、蕨類與地被植物；沿途穿過林間、繞過山壁、越過水澗，而古樸的鐵軌與工寮遺跡則見證太平山林木盛產的歲月。,(03)9545114,,宜蘭縣,南澳鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_001800,Trail,Zh_tw,鐵杉林自然步道,鐵杉林自然步道位處中海拔的針葉林、闊葉林過度帶，因地勢高聳且面迎洋流，致水氣凝聚，終年雲霧瀰漫，宛如人間仙境，亦為太平山莊的水源地。沿途古木參天、蓊鬱蔽日、空氣氤氳。步道入口在太平山莊上方的檜木原始林步道後方，因此必經山莊的四百階中央階梯，兩旁植滿長年楓紅的紫葉槭，是條絕美的紅色隧道。途中有密集的原始紅檜與臺灣扁柏，或俯或倒的巨木造就不少樹洞奇景，盤根錯節，姿態變化多端。,(03)9545114,,宜蘭縣,南澳鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_001900,Trail,Zh_tw,見晴懷古步道,步道全長0.9公里，沿路坡度平緩且設有休息用的木椅，老少咸宜。一走入見晴古道，即可看到舊時太平山運送木材之森林鐵路鐵軌，景色清麗幽美，蕨類與披上苔蘚的林木環繞，帶來涼爽潮濕的空氣。從一進入步道即偶有展望點，天氣好時可眺望蘭陽平原及聖稜線，午後易出現瑰麗雲海。後段可見之懸空架高鐵路，人工精巧及時間流逝的痕跡交映，引人懷古之幽情。,(03)9545114,,宜蘭縣,大同鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_002000,Trail,Zh_tw,鳩之澤自然步道,步道位於太平山森林遊樂區內的鳩之澤區內，步道與鳩之澤溫泉隔著多望溪，以多望吊橋相通。溫和的氣候、充沛的雨量以及河谷地形，孕育出豐富多樣的生態，沿途有完善的休憩設施；因群山環繞、多望溪穿越，而形成澤地，加以棲息鳥類繁多，鳥鳴聲不絕於耳，而得其名。 ,(03)9545114,,宜蘭縣,大同鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_002100,Trail,Zh_tw,望洋山步道,"望洋山標高2,050公尺，步道終點有一景觀平臺，視野佳，可看到南澳北溪侵蝕而成的山谷，也是觀賞日出及雲海的好地點，天色全亮前，還可欣賞蘭陽平原夜景。在望洋山步道眺望太平洋，天氣晴朗時，連龜山島也清晰可辨。",(03)9545114,,宜蘭縣,南澳鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_002200,Trail,Zh_tw,朝陽步道,"朝陽步道位於宜蘭縣南澳地區的龜山山丘上；龜山為朝陽社區南側的獨立山頭，東臨花東海岸，西接丘陵起伏之農漁村落，遠遠望去，好似一隻海龜停泊山海之間，遂得其名。 

步道是早年先民入山種植作物的主要山徑，沿途可由步步登高的四個觀景臺俯瞰南澳漁港，遙望蘇花海岸、烏石鼻岬、定情湖、鴛鴦山、神秘海灘，一路有浪潮與海風陪伴，十分愜意。

可欣賞難得一見廣達7公頃的大頭茶純林及百年老梅樹。而登龜山賞日出、聽濤聲更是漫步朝陽步道最愜意的享受。
",(03)9981060,,宜蘭縣,蘇澳鎮,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_002300,Trail,Zh_tw,東滿步道,"往來於東眼山與滿月圓兩處國家森林遊樂區之間的健行路徑，自海拔870公尺的東眼山林道終點開始，越過北插天山與東眼山間海拔1,130公尺的鞍部，再直下往海拔500尺的滿月圓瀑布區；主要步道是利用昔日的台車道、木馬道，再與滿月圓往北插天山登山步道連接而成。屬中低海拔常綠闊葉林的楠櫧林帶，沿途針、闊葉樹林交錯，林相鬱閉，孕育豐富多樣的鳥類、昆蟲，加上雲瀑、溪流、瀑布…等自然景觀，是北台灣四季宜人的健行步道。",(03)5224163,241,桃園市,復興區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_002400,Trail,Zh_tw,福巴越嶺國家步道,福巴越嶺古道從烏來福山到巴陵拉拉山，整個路徑貫穿拉拉山巨木區及插天山自然保留區，沿線有許多紅檜巨木，也是野生動物生活的重要棲地環境，物種豐富多樣。古道為早年泰雅人狩獵、通婚、訪親的社路，日治時期設隘勇線、作為山地警備道路，至今仍留有駐在所的遺跡。,(03)5224163,316,新北市,烏來區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_002500,Trail,Zh_tw,北插天山登山步道,"北插天山又稱為塔開山，是雪山山脈北段著名的中級山，是大漢溪支流宇內溪的源頭，地處桃園市復興區義盛村。

山形峻峭挺拔，又因為地處雲務帶，每當山嵐湧起，如一倒插天際的樣貌，得名「插天山」。 溫帶氣候的山林，孕育著無數令人嘆為觀止的神木，也造就出大片山毛櫸純林。春夏，綠油油的森林裡，鳥語啁啾；深秋，山毛櫸的葉片轉為金黃，隨風搖曳、緩緩落下，美不勝收；隆冬，林間銀白的霧淞和遠方白靄靄的聖稜線，更是一絕。
",(03)5224163,241,桃園市,復興區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_002600,Trail,Zh_tw,霞喀羅國家步道,"Syakaro霞喀羅為泰雅族語的烏心石，因山區盛產此樹而得名。古道橫跨新竹縣五峰鄉、尖石鄉，是早期當地部落的聯外交通要道。 霞喀羅國家步道是一處具歷史與美景的夢幻級古道，沿線可看見日治時期，日人為討伐尖石、五峰一帶部落修築之駐在所、電線杆、碉堡、紀念碑、土牆及砲台遺址，步行其間，在解說牌的介紹之下，可以了解這一條有著可歌可泣的歷史古道背後的許多故事。 

沿途景觀秀麗，吊橋、山澗林相美不勝收，栗園的竹林與馬鞍的楓香林，尤其迷人，讓人忍不住駐足流連。而步道有多處極佳的賞楓點，入秋時可見滿山火紅的楓樹林，是知名的賞楓景點。",(03)5224163,241,新竹縣,尖石鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_002700,Trail,Zh_tw,大霸尖山登山步道,"大霸尖山海拔3492公尺，屬於雪山山脈，是聖稜線端點之一，因山勢磅礡奇特，而有「世紀奇峰」之美譽，自古是泰雅、賽夏兩原住民族的聖山；其山形突出、四面懸壁，外貌有如大酒桶，又稱「熬酒桶山」或「酒桶山」，與中央尖山、達芬尖山，合稱為「台灣三尖」。 

大霸尖山步道可登加利山、伊澤山、大霸尖山、小霸尖山共四座百岳。 九九山莊海拔約2700公尺，是大霸步道上重要的前進基地，也是舒適的住宿地點，容納150床位，更是賞觀霧地區、看夕陽、觀星空的好地方。
",(03)5224163,241,新竹縣,尖石鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_002800,Trail,Zh_tw,桶後越嶺步道,"桶後越嶺步道是一條穿越雪山山脈，從大台北直接進入宜蘭的越嶺步道，而且難度不高，半天就能走完。此外，桶後溪的溪流地形豐富，不同的區域呈現全然不同的風景，據說「不至桶後，不知台北溪流之美。」 

桶後越嶺步道是烏來山區三大古道之一，是早期泰雅族由雪山山脈地區北上打獵遷移走出的路徑，現已成為登山健行的熱門路線。
",(03)5224163,241,新北市,烏來區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_003000,Trail,Zh_tw,紅河谷越嶺步道,紅河谷越嶺步道是早期往來烏來加九寮與三峽熊空的路徑，步道沿著熊空溪與加九寮溪而行。,(03)5224163,241,新北市,烏來區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_003100,Trail,Zh_tw,哈盆越嶺步道,哈盆越嶺步道聯絡新北市與宜蘭兩地，歩道沿南勢溪而上往露門溪、哈盆溪前去。整建的步道止於露門溪交會地，再原路折返，來回約14公里，費時6～7小時。步道下方為南勢溪，林相為闊葉樹群落，著生的鳥巢蕨、書帶蕨等交織成亞熱帶森林景緻。步道終點仍留有警備道遺址。,(03)5224163,241,新北市,烏來區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_003400,Trail,Zh_tw,塔曼山步道,塔曼山為新北市第一高峰，海拔2130公尺。沿途蓊鬱茂密，樹形奇特，巨木參天，倒木亦多，可見證山林榮枯。步道多為盤根錯節的樹根及土石路面，山頂腹地不大且無展望。,(03)5224163,241,桃園市,復興區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_003500,Trail,Zh_tw,北得拉曼巨木步道,"北得拉曼是部落裡泰雅人視之為「聖域」的傳統狩獵領域，為台灣少見海拔低於1,000公尺以下的紅檜林。林相隨海拔高度變化，從人工造林地、天然闊葉林區及檜木林帶，多樣的植物孕育豐富的動物，步道上可見動物丟棄的果實，尤其闊葉林中以飛鼠最常見，成為部落發展生態旅遊的要角，沿途有迴音谷、小瀑布等景點，1.6公里處下行往巨木群的步道為一循環線，沿途可欣賞四株紅檜巨木，號稱「四大天王」。",(03)5224163,241,新竹縣,尖石鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_003600,Trail,Zh_tw,馬里光瀑布步道,馬里光瀑布步道短小精緻，平緩好走，沿途植被豐富，俯瞰溪谷在翠綠山巒之中蜿蜒，步行10分鐘即可聽到氣勢磅礡的水聲，一條白練從天而降，瀑布高約80公尺、寬約30公尺，注入碧綠深潭之中，聲勢浩大、雄偉壯觀，觀景平台設有長椅，坐在這裡欣賞瀑布一瀉千里的英姿，享受水氣氤氳，聆聽淙淙流水聲，愜意怡人。,(03)5224163,241,新竹縣,尖石鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_003800,Trail,Zh_tw,鎮西堡巨木群步道,"泰雅語稱鎮西堡部落為Cinsbu，意即「清晨熟睡中，陽光已經朗照大地，整天日曬不絕、直到黃昏，白晝溫暖、夜晚寒冷，這是個病蟲絕跡，作物生長良好的土地。」這裡孕育了全台最大的檜木原始林，隔著塔克金溪與司馬庫斯巨木群互望，東向宜蘭鴛鴦湖一帶，與棲蘭檜木原生林連成一片。 

此處最知名的神木是擁有男、女性生殖器象徵的「亞當神木」及「夏娃神木」，維妙維肖的樹型令人印象深刻；此外，國王神木身形龐大、體態魁武，為全台灣神木排行榜第17名。
",(03)5224163,241,新竹縣,尖石鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_004200,Trail,Zh_tw,鳥嘴山登山步道,地處汶水溪南岸因山形有如巨鷹，山麓兩翼如翅，山頂突出的尖峰如鳥嘴，故得名，與鄰近的橫龍山、虎子山，形成鳳、 龍、虎三獸磐據的態勢，故有「水雲三星」之稱。鳥嘴山又稱上島山，因特殊的地質與地形結構，單程3.3公里的路程要爬昇海拔837公尺，所以步道陡峭、形勢險峻。沿途多為衫木造林及闊葉木林，山頂視野良好，可飽覽加里山、哈堪尼山、橫龍山、及虎子山之山勢。 ,(03)5224163,241,苗栗縣,泰安鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_004300,Trail,Zh_tw,加里山登山步道,"加里山登山步道聯絡南庄蓬萊、風美及鹿場，沿途為柳杉人工造林及闊葉林，林下植被多以蕨類和耐蔭性物種為主，風美溪從中穿越，動植物生態豐富。

沿途可見伐木時期的台車鐵軌，見證當年興盛的林業，且加里山為中北台名山，為一等三角點，山頂視野遼闊，可遠眺氣勢磅礡的雪山聖稜線和鄰近的鹿場大山。 
",(03)5224163,241,苗栗縣,南庄鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_004400,Trail,Zh_tw,五指山登山步道,五指山由五座山頭相連並列，宛如五指而得名，在清朝即享有盛名，「淡水廳志」中以「指峰凌霄」來形容山勢險要壯觀，並列為八景之一：日治時期被票選為全台風景十二勝之一。步道沿途遍植柳杉，綠意盎然，林景幽雅，因山勢俊秀靈奇，所以建有許多廟宇，雲光寺、玉皇宮及觀音禪寺等。山頂視野遼闊，峨眉、北埔、新竹、竹北等盡收眼底。,(03)5224163,241,新竹縣,北埔鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_004600,Trail,Zh_tw,冬瓜山登山步道,"冬瓜山登山步道位於俗稱冬瓜山的洗水山上，步道並未修築至冬瓜山頂，而終點為千年櫸木。

冬瓜山區多人造柳杉林，筆直高聳的杉木林立，森幽鬱閉。春季展新葉、秋季轉黃、紅，冬季落葉後樹形猶如一支大掃把，蔚為特色。山腳邊客家農莊遍植桃、李，每年開花時節，蒼鬱的冬瓜山在一片紅白花海的烘托下，更顯得翠嫩鮮綠。穿梭在林間可窺見遠處的虎山、上島山、加里山，不時也會發現幾棵高頭大馬的九芎、櫸木。

幾乎垂直的雄偉石壁也是步道一絕，過了大石壁之後會遇到幾段小崩塌和碎石坡，只要小心謹慎，便可安全通過。 來到步道盡頭，千年櫸木赫然矗立在眼前，它的塊頭或許沒有阿里山神木那麼大，卻是目前全台已知最大棵的櫸木，站在它面前，壯漢也顯得嬌小。
",(03)5224163,241,苗栗縣,泰安鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_004700,Trail,Zh_tw,馬那邦山登山步道,"馬拉邦古道為早年泰雅族北勢群交通往來及狩獵的山徑，日治時代闢為隘勇路，曾發生泰雅族人抗日事件，立有紀念碑。步道經杉木造林地、櫸木植群，四季各有特色，春天的桃花、夏季的綠竹、秋天的楓紅，冬日的寒梅。山頂可遠眺蜿蜒群山的大安溪、大霸尖山及雪山之間的聖稜線。 

馬那邦山秋夏多雨、冬季乾燥，傳統路徑從上湖登山口進入，到海拔1250公尺左右的古戰場紀念碑，青楓、楓香樹林一路延伸到了岳界所稱「慶榮坡口」，深秋時滿山楓紅。

天然湖登山口0.7K處為1944年所栽種台灣櫸母樹林，樹葉四季幻化，春吐紅蕊、夏葉翠綠、秋染褐黃、冬枝蕭索，是山區秋賞變葉植物的指標性物種之一。
",(03)5224163,241,苗栗縣,泰安鄉,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_004800,Trail,Zh_tw,橫嶺山步道,"橫嶺山自然步道，是日治時代大雪山社區居民用來搬運木材的木馬道，是當時大雪山林場的木馬古道之一，故又稱為橫嶺山木馬古道，沿途仍留有廢棄的運材木馬及荒廢的燒炭窯等遺跡，林道2.3K處的廢棄工寮僅剩下石頭地基，為當時伐木歷史留下見證。 

步道全長6.6公里，沿途生態豐富，林相優美，起點為大雪山林道26.5K的橫嶺山隧道口前，終點至大雪山生態教室。前3.5K路況平緩，林木參天，踩踏在鋪滿松針落葉的林徑上，輕鬆好走愜意。3.5K後則較為陡峻且落差較大，一路陡下2000多階以枕木、沙包建構的生態階梯沿木階。4K附近有台灣特有種杜鵑林。若安排原路往返，則有2000多階的上坡，較為吃力，可安排二地接駁較為輕鬆。
",(04)25150855,,臺中市,和平區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_004900,Trail,Zh_tw,大雪山國家森林遊樂區步道群,大雪山國家森林遊樂區在日治時期為台灣中部地區重要的伐木林場，據說當年此處的大草原風光宛如日本北海道的大雪山景色，因此日本人命名為「大雪山」。從東勢循大雪山林道向上攀升，沿途林相隨著海拔高度變化，逐漸由闊葉林、針闊葉混合林轉變為天然針葉林，由於位處雲霧帶，氣象變化萬千。園區規劃多條步道，隨四季更迭各有其獨特丰采，春夏高山花卉，秋冬變葉景觀；也是觀察星象的最佳地點。,(04)25150855,,臺中市,和平區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_005100,Trail,Zh_tw,德芙蘭步道,德芙蘭步道位於博愛村松鶴德芙蘭部落後山附近，步行約3小時。步道大部分路段為台電保線道路，沿著東卯山東南面大崩壁裙裾修建，東臨大甲溪；沿途可見陡峭的大岩壁及散落的大、小落岩塊，步道上偶有大石堆疊，得手腳並用攀爬而上；而就地取材的石階，古意盎然。步道沿途可見大葉楠、櫸木及茄苳巨木，還有粗壯的爬藤植物，是步道最大的特色。,(04)25150855,,臺中市,和平區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_005200,Trail,Zh_tw,八仙山主峰步道,八仙山因海拔約八千日尺，原擬名「八千山」，之後以較典雅的「八仙山」名之，為谷關七雄之首，以健行的步伐來回約需8小時，步道前半段坡度較陡，上了稜線後較為平緩，全程走在林蔭中，植被由常綠闊葉林進入四季變化明顯的針闊葉混合林，四季景色繽紛多變。,(04)25150855,,臺中市,和平區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_005300,Trail,Zh_tw,東卯山步道,"東卯山，海拔1,692公尺，谷關七雄排名第五，原為台電之保線道路。沿線風景秀麗，生態資源豐富多樣，登山路徑呈和緩的之字坡向上攀升，寬大好走，是座很容易親近的山。 登頂後腹地寬廣，設有大型微波反射板，視野遼闊，擁有360度絕佳的好風光，天氣良好時除可遠眺松鶴部落外，鳶嘴、稍來、馬崙山、八仙山稜脈、唐麻丹山之山巒美景盡收眼底。",(04)25150855,,臺中市,和平區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_005400,Trail,Zh_tw,唐麻丹山步道,唐麻丹山步道位於大甲溪南岸，在谷關七雄中排行最末，也是七雄中海拔高度最矮的一座，雖然高度最矮，但由登山口至山頂的落差超過650公尺，仍然是相當挑戰的路線。 唐麻丹山登山口位於裡冷部落，山頂展望為七雄最佳，向東可以眺望八仙山及馬崙山，向西則是白毛山與阿冷山，向北則與東卯山及屋我尾山遙遙相望。往山頂的途中有一條通往蝴蝶谷瀑布的步道，可視體力及時間選擇是否順訪，唐麻丹山步道是谷關七雄中唯一一條具有瀑布景觀的步道。,(04)25150855,,臺中市,和平區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_005500,Trail,Zh_tw,波津加山步道,波津加步道位於大甲溪北岸，在谷關七雄中排行第四，昔日為台電保線道路，林徑旁仍能見到倒臥的老舊木製電桿及固定用鋼索。「波津加」名稱的由來據說是因步道坡度陡峭，許多登山者形容其「坡真陡」（閩南語諧音）。由於高低差約1千公尺，全段幾乎都在爬升，來回時間需7～8小時。,(04)25150855,,臺中市,和平區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_005600,Trail,Zh_tw,屋我尾山步道,屋我尾山位於大甲溪北岸，為谷關七雄中的老三。步道沿路環境多樣，有杜鵑林，稜線上矮密的風衝林、杉木造林地、針闊混合林與楠櫟林；林下潮濕的枯枝倒木與落葉層上有著成簇之蕈叢。天氣晴朗時，從步道的破空處可遠眺周圍群山。,(04)25150855,,臺中市,和平區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_005700,Trail,Zh_tw,馬崙山步道,"馬崙山為雪山山脈白姑大山向西延伸之山岳，「谷關七雄」中排行老二，是中部著名的中級山。 步道0K至1.8K，以及通往八壯士神木的支線，過去合稱為「斯可巴步道」，是早期泰雅族原住民狩獵的場所之一，也是昔日新山林場之木馬道；而通往馬崙山的路徑則是早年新山分場員工運補生活用品修築的步道。
先總統蔣介石先生曾到此視察，隨後下令將登山步道重新整修拓寬，保留伐木歷史遺跡，並新建涼亭、觀景台等設施。 
馬崙山步道二葉松夾道，滿地松針與楓葉，走起來柔軟有彈性，秋季楓葉轉紅，更是有如紅地毯般的美麗。途經百年五葉松媽媽時，可聆聽松濤聲有如一波波海浪襲捲而來，伴隨著空氣中飄散著松香，令人心曠神怡。步道旁的展望平台可俯看谷關風光，遠眺山巒優美曲線，視野極佳，可說是谷關地區最優美的步道。
",(04)25150855,,臺中市,和平區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
Trail_345040000G_005900,Trail,Zh_tw,白毛山步道,白毛山位於大甲溪南岸，屬於谷關七雄中的老六，三角點約為1522公尺，擁有七雄中難得的展望。白毛山以闊葉次生林為主，及大面積的柳杉造林地，濃密的植被吸引許多大型哺乳動物和鳥類來此覓食。步道沿途多處陡峭地勢，三角點前的崩塌地可俯瞰大甲溪、谷關大道院，眺望東卯山、唐麻丹山等美景，山頂有木造涼亭可供休息。,(04)25150855,,臺中市,和平區,,345040000G,林業保育署,9/18/2025 1:49:53 AM
